bfenr,grundindeks,antalgrunde,grundid,husnummerid
6016814,1,1,0d640142-a0fa-4309-a670-7ed170091d1d,0a3f507a-685b-32b8-e044-0003ba298018
6023900,1,1,bfa3d344-aa73-41ff-8d72-65135e232278,0a3f507a-6920-32b8-e044-0003ba298018
6024919,1,1,1f7cd20b-4afe-4978-9c2a-4873613eef9e,0a3f507a-6967-32b8-e044-0003ba298018
6024386,1,1,6d95f95c-3392-4e2e-8646-51076673c120,0a3f507a-69c1-32b8-e044-0003ba298018
6024281,1,1,6c2d7ade-e1cb-4d22-bb14-de262b510bf1,0a3f507a-6a6d-32b8-e044-0003ba298018
6026346,1,1,9a03cf8c-dd71-445f-949f-40ed78a220a2,0a3f507a-6b29-32b8-e044-0003ba298018
6032993,1,1,ae9196dd-9706-4fd6-b4c0-41a2dcf31597,0a3f507a-6c56-32b8-e044-0003ba298018
6028992,1,1,931e1f67-266e-4bad-8281-bf051f8beba0,0a3f507a-6dcb-32b8-e044-0003ba298018
6032027,1,1,a6e16eab-5276-4da6-952a-661cbbe0b033,0a3f507a-6e8d-32b8-e044-0003ba298018
6003831,1,1,740ebb50-a190-43da-a4b7-079ba95077f0,0a3f507a-868f-32b8-e044-0003ba298018
6006176,1,1,56aceb64-719e-4fac-9d76-07182f1bbd8e,0a3f507a-86c7-32b8-e044-0003ba298018
6030043,1,1,9e3c93d4-969c-4b68-b00f-57dfbf26fd7d,0a3f507a-8711-32b8-e044-0003ba298018
6001512,1,1,20c1b66d-a047-4a71-85f7-41b10d788b35,0a3f507a-87a0-32b8-e044-0003ba298018
6019307,1,1,4d14cfe9-ee19-4c1d-8ce5-ce898a3c4d6f,0a3f507a-899f-32b8-e044-0003ba298018
6019293,1,1,44a6f5a0-8dbb-495c-9844-fc0bec1f221a,0a3f507a-89aa-32b8-e044-0003ba298018
6020240,1,1,2432a0c1-b5c8-4bd5-bf05-26aef2a46145,0a3f507a-89cb-32b8-e044-0003ba298018
6016263,1,1,f0813e27-a381-4d3a-95e3-7d1eb687b701,0a3f507a-8a87-32b8-e044-0003ba298018
6007962,1,1,76381f46-f67d-4689-8789-0bb44c96e998,0a3f507a-8ae1-32b8-e044-0003ba298018
6031467,1,1,d7693fb3-0967-4cef-a2e1-de807352eceb,0a3f507a-8b7e-32b8-e044-0003ba298018
6029985,1,1,077597a0-7414-488f-98ce-6aa47d2cdd25,0a3f507a-8c57-32b8-e044-0003ba298018
6002360,1,1,eea8c18c-d28d-430f-8fdc-619343e6c0d2,0a3f507a-8d11-32b8-e044-0003ba298018
6032532,1,1,d2debfad-bebf-4afd-b3dc-b3891a056cf0,0a3f507a-8db8-32b8-e044-0003ba298018
6029889,1,1,3ed7cd02-d269-40fd-ac35-a6060fb811a1,0a3f507a-8417-32b8-e044-0003ba298018
6021550,1,1,7533126f-e804-4fa9-8a69-6411dd4b7ff8,0a3f507a-84ba-32b8-e044-0003ba298018
6002739,1,1,1cf1219d-820e-42b1-a539-e7da3d9ee8a6,0a3f507a-8579-32b8-e044-0003ba298018
6025283,1,1,6b0cb3b0-9c96-409d-9c64-055d52ae379a,0a3f507a-85e0-32b8-e044-0003ba298018
6032987,1,1,e92af1cd-51b6-41c3-8247-a5b9d9ea44cf,0a3f507a-862e-32b8-e044-0003ba298018
6006359,1,1,526eb409-78d7-4c17-97e9-d367e90b4d5d,0a3f507a-86b4-32b8-e044-0003ba298018
6006228,1,1,9c06df62-995d-4cfd-aa60-a84ad74aaf02,0a3f507a-b959-32b8-e044-0003ba298018
6033832,1,1,9a25e591-b3bc-4eab-a35f-55b0c6747340,0a3f507a-8793-32b8-e044-0003ba298018
6019304,1,1,d50f5670-7912-4fe1-8605-67ffeb35144a,0a3f507a-8999-32b8-e044-0003ba298018
6019313,1,1,195542ba-dcb8-40ff-abca-5f896ed46e5d,0a3f507a-89ab-32b8-e044-0003ba298018
6022905,1,1,a8f73245-53b8-43d6-ad07-2e64775409e0,0a3f507a-89d2-32b8-e044-0003ba298018
6024366,1,1,6b0eb22d-7480-4208-8885-b1961e0fbb90,0a3f507a-8a4e-32b8-e044-0003ba298018
6027231,1,1,0361779e-307c-47aa-a156-eef0b8f3f00d,0a3f507a-6fa4-32b8-e044-0003ba298018
6005180,1,1,680b6cd0-cbb4-4463-ba32-4d194dc99951,0a3f507a-70a5-32b8-e044-0003ba298018
8770657,1,1,f3db815f-da0a-4283-9199-8e97c5724982,0a3f507a-4a9c-32b8-e044-0003ba298018
6001327,1,1,21e8dce4-5e76-4f54-9100-6eea39b9c7eb,0a3f507a-7212-32b8-e044-0003ba298018
6008192,1,1,2fa8e5dc-8ea0-4467-94b4-fe55397555a5,0a3f507a-72f3-32b8-e044-0003ba298018
6008804,1,1,6218a79d-590f-459b-8597-c21562a82057,0a3f507a-72da-32b8-e044-0003ba298018
6032163,1,1,632ff696-9aef-476e-aacc-f1768381c0e2,0a3f507a-73e6-32b8-e044-0003ba298018
6032866,1,1,7430e848-8030-4504-9d24-69e7f32ded30,0a3f507a-7449-32b8-e044-0003ba298018
6013141,1,1,9042c181-d385-4dbd-8bed-4895e61f57aa,0a3f507a-7479-32b8-e044-0003ba298018
6020490,1,1,acc5199f-e5dc-497c-a7bd-737c7f6899cb,0a3f507a-8fe7-32b8-e044-0003ba298018
9412781,1,1,2d99ecb4-4448-48f4-8064-763f0f5b736b,0a3f507b-06e3-32b8-e044-0003ba298018
6023236,1,1,a870423f-1dd6-43be-a004-c506194b57cc,0a3f507a-9169-32b8-e044-0003ba298018
6029246,1,1,a1f25e39-09f7-4a04-8b85-62821d7f4ad1,0a3f507a-923c-32b8-e044-0003ba298018
9088241,1,1,4e8bfe71-908c-4d4e-be2b-48afc4fd1c88,0a3f507a-3bd8-32b8-e044-0003ba298018
6006998,2,1,a8e5b6d7-d26b-4aa2-80b7-3db287716c6d,0a3f507a-9339-32b8-e044-0003ba298018
6006998,2,2,d22de7be-676a-48cc-be0a-9b1e923ac978,0a3f507a-9339-32b8-e044-0003ba298018
6015264,1,1,02d4a008-d8c5-4eac-9930-2215a344ca88,0a3f507a-93a3-32b8-e044-0003ba298018
6023326,1,1,6f00a8dd-f868-498f-9e26-65cb6d8b4771,0a3f507a-93fc-32b8-e044-0003ba298018
6005191,1,1,b0c24fff-4732-4942-a574-4d3d139fc65e,0a3f507a-942b-32b8-e044-0003ba298018
9225421,1,1,e5f86129-1d21-45e0-ac07-afe2022895c1,0a3f507b-1ad6-32b8-e044-0003ba298018
6016092,1,1,8fb2923d-0cef-43e4-8fe0-8e4dd7b8b9b9,0a3f507a-8a5a-32b8-e044-0003ba298018
6007971,1,1,3b5b4409-0423-423f-bbf2-607fb645d440,0a3f507a-8ad8-32b8-e044-0003ba298018
6030814,1,1,f984b019-81f8-40df-b573-a409a7f8977e,0a3f507a-8b6c-32b8-e044-0003ba298018
6015027,2,1,d59cd5c3-8ea1-4cbe-8433-06d28855ab16,0a3f507a-8d45-32b8-e044-0003ba298018
6015027,2,2,e852256b-02e3-4477-94e3-db4e4a0fee18,0a3f507a-8d45-32b8-e044-0003ba298018
6034572,1,1,9717caa7-6820-4584-b292-8e603715d211,0a3f507a-8d7c-32b8-e044-0003ba298018
6022774,1,1,1709d725-dfc0-46d4-90de-a0da0da7eaac,0a3f507a-8de5-32b8-e044-0003ba298018
6033872,1,1,9f6b26f9-da28-4a08-952b-d3f594254696,0a3f507a-8b91-32b8-e044-0003ba298018
6014364,1,1,0a4a37b6-d26c-4e34-a320-a71efb6ba802,0a3f507a-7899-32b8-e044-0003ba298018
6032949,1,1,296904ac-0c56-47c9-891d-53b0ee637d8b,0a3f507a-8f64-32b8-e044-0003ba298018
6020834,1,1,2eb38dad-e078-45f5-a91c-31ff34a96b38,0a3f507a-8fd4-32b8-e044-0003ba298018
6019483,1,1,c33747ce-4c8f-4ea8-9a1d-c65d64cd9d46,0a3f507a-8ff3-32b8-e044-0003ba298018
6011454,1,1,8a7e9847-20fb-4e47-beb6-58ae97e7b226,0a3f507a-9131-32b8-e044-0003ba298018
6023248,1,1,0c9c5a65-5e47-4328-835b-251cea255ccc,0a3f507a-9151-32b8-e044-0003ba298018
6023229,1,1,78d5be6f-27fb-40dd-8cd6-30615773e1e6,0a3f507a-9177-32b8-e044-0003ba298018
6028902,1,1,b62c3d82-873b-46d4-8a6a-accfd365584b,0a3f507a-9214-32b8-e044-0003ba298018
6008537,1,1,356ced9e-58ec-49db-9001-c3732cb35e87,0a3f507a-92a2-32b8-e044-0003ba298018
6003089,1,1,1bdaa6e0-4720-4d46-9dde-7782a0735c94,0a3f507a-9397-32b8-e044-0003ba298018
6023310,1,1,3926ece7-e1bb-4ba0-8245-4be98303117d,0a3f507a-940e-32b8-e044-0003ba298018
6033256,1,1,dc0de1a6-e92c-47e9-8ed7-d8d32c505b55,0a3f507a-9437-32b8-e044-0003ba298018
6013248,1,1,66e02fdd-fb14-47ef-a1ea-45bcb4eba330,0a3f507a-9457-32b8-e044-0003ba298018
6030847,1,1,206b679a-7620-4d1e-8a37-85f1fa2bf9af,0a3f507a-94db-32b8-e044-0003ba298018
6002720,1,1,bf59afa0-893b-4589-86d2-f6e865a50a3d,0a3f507a-9525-32b8-e044-0003ba298018
6031041,1,1,e3fdc2f3-28ba-4d84-9fa5-11fdb9f5ecba,0a3f507a-95e7-32b8-e044-0003ba298018
6023241,1,1,e6b6613c-517c-4ca2-a240-e76d875807c7,0a3f507a-915f-32b8-e044-0003ba298018
6029677,1,1,7ae43889-a102-4177-af02-cf1abbf28111,0a3f507a-9229-32b8-e044-0003ba298018
6008036,1,1,e24faf5f-d3be-40ee-94a7-1cd9f15d6874,0a3f507a-92bd-32b8-e044-0003ba298018
6006329,1,1,cced1968-e756-46bf-b122-aa6f21605726,0a3f507a-933e-32b8-e044-0003ba298018
6003066,1,1,026f6fd9-d819-4482-970e-a6a5f0375822,0a3f507a-938f-32b8-e044-0003ba298018
6023317,1,1,476830c4-d512-44d1-ad18-5d9631541ffe,0a3f507a-9407-32b8-e044-0003ba298018
6005205,1,1,dcbf3450-3a1f-4a15-81ac-7602d92ad405,0a3f507a-9422-32b8-e044-0003ba298018
6023149,1,1,fa587b80-db18-4419-98fa-eefcfe91afa9,0a3f507a-94f0-32b8-e044-0003ba298018
6027109,1,1,49f5da7b-669f-4f8b-878a-f32382d476c7,0a3f507a-95ab-32b8-e044-0003ba298018
6003996,1,1,4d1f1b1d-7640-4722-8e81-dc5e02e56e33,0a3f507a-96c2-32b8-e044-0003ba298018
6004976,1,1,edf7d0f7-dacb-433e-bf98-9449e821c232,0a3f507a-972c-32b8-e044-0003ba298018
6027667,1,1,f7b2caf9-ece6-4d22-ae2c-f4abf63a7699,0a3f507a-974a-32b8-e044-0003ba298018
6033161,1,1,29358ecf-0edf-455f-9838-56929323c4f0,0a3f507a-976d-32b8-e044-0003ba298018
6003945,1,1,ed880b5b-278f-4c84-bc2a-27db4ed385c0,0a3f507a-96cd-32b8-e044-0003ba298018
10271766,1,1,6bf59461-690f-4c4f-8f36-0e59661aa80e,0a3f507a-e8b0-32b8-e044-0003ba298018
6033153,1,1,0a7b8766-1521-43aa-99a7-f1f3059863ff,0a3f507a-9769-32b8-e044-0003ba298018
6007580,1,1,e7f6de7e-8e4f-4bb2-88f7-5292677a8f10,0a3f507a-97e3-32b8-e044-0003ba298018
6034416,1,1,58ea124a-2a7c-4fe0-aeb0-36656ebf3336,0a3f507a-98d7-32b8-e044-0003ba298018
6001083,2,1,7f07e32c-0422-474e-8e13-b5e1f9c1f28b,0a3f507a-990d-32b8-e044-0003ba298018
6001083,2,2,c6f81eb3-5151-4b49-b6f8-ea3fcfe223e5,0a3f507a-990d-32b8-e044-0003ba298018
6024762,1,1,778dd719-487b-4c30-b041-bb05ee9a8db5,0a3f507a-99cb-32b8-e044-0003ba298018
6012064,1,1,89cd84bb-0f67-42d1-a5e1-38b3d06c0883,0a3f507a-9a4b-32b8-e044-0003ba298018
6008196,1,1,63c8d967-50e2-465e-8391-4ae1c1c6a7f6,0a3f507a-9b3c-32b8-e044-0003ba298018
6008355,1,1,ec73b3a0-5940-4f48-9489-2fd8fca3928a,0a3f507a-9b7e-32b8-e044-0003ba298018
6024053,1,1,f5f65d31-a7b3-4002-8134-f5da76fc415b,0a3f507a-9bcf-32b8-e044-0003ba298018
6008863,1,1,4dc0dd11-67e4-4dd1-bce9-b956ea0b24fa,0a3f507a-97ab-32b8-e044-0003ba298018
6013285,1,1,40ec2297-2e72-47a5-9849-d91f9c633bb2,0a3f507a-996a-32b8-e044-0003ba298018
6011672,1,1,25e6ec45-2aa2-4825-ac8b-7f5eee4ac6ca,0a3f507a-99f6-32b8-e044-0003ba298018
6013038,1,1,72450b70-f5e0-4189-9a44-0519f4373668,0a3f507a-9a6b-32b8-e044-0003ba298018
6009425,1,1,d1396fcf-cda2-4131-a3f9-d1ea4d71e062,0a3f507a-9b79-32b8-e044-0003ba298018
6014526,1,1,407a7ff6-22ee-4622-8b8d-f931dbb709da,0a3f507a-9c34-32b8-e044-0003ba298018
6019680,1,1,2876752b-ab4e-4291-971b-49f8c2d0390f,0a3f507a-9d1d-32b8-e044-0003ba298018
6015722,1,1,c452484f-cc87-425d-a839-cb9ba4a2fc24,0a3f507a-9d9c-32b8-e044-0003ba298018
6024470,1,1,788aa99b-a0f5-4f5e-af19-2f7d2ed0c209,0a3f507a-9ebf-32b8-e044-0003ba298018
6018589,1,1,0682bdd6-c820-40c1-a8b1-a0846a4ad4ce,0a3f507a-9ffa-32b8-e044-0003ba298018
6016160,1,1,9aabbc2b-cc8d-4da2-b387-e803464f88c9,0a3f507a-9da7-32b8-e044-0003ba298018
6034300,1,1,c18d1801-6caf-40bc-8e5e-85af0029cc4f,0a3f507a-9e10-32b8-e044-0003ba298018
6032811,1,1,b549c69e-5cdc-4aba-a8a8-5c2f103af748,0a3f507a-9ee0-32b8-e044-0003ba298018
6030649,1,1,7780744a-8590-46f9-bf6e-2fd4e3902738,0a3f507a-a021-32b8-e044-0003ba298018
6003667,1,1,93af1f44-34d1-4448-b2bc-43c220dc5cb5,0a3f507a-a138-32b8-e044-0003ba298018
6031055,1,1,ec65a07d-212d-4d0f-b259-c6939fb41c26,0a3f507a-a248-32b8-e044-0003ba298018
6015114,1,1,d28eafa5-f2be-4d04-a6a5-05357672bf6c,0a3f507a-a435-32b8-e044-0003ba298018
6031199,1,1,af566c5a-1c00-4886-b516-6b07ddb2cf2c,0a3f507a-a4c3-32b8-e044-0003ba298018
6007473,1,1,9fe1f915-c7b8-4495-86b8-5990be1037a1,0a3f507a-a575-32b8-e044-0003ba298018
6020275,1,1,951133fd-e165-4242-8714-8ffc9b2a4e5b,0a3f507a-a5bc-32b8-e044-0003ba298018
6004258,1,1,4bffae39-6ce9-49fd-88e5-9ca1cd5d1547,0a3f507a-a077-32b8-e044-0003ba298018
6003779,1,1,fefd4369-929e-4c23-aa1a-a41e6b108bff,0a3f507a-a133-32b8-e044-0003ba298018
6033667,1,1,95685d49-fb57-4ddd-89e3-d3e85a0a8561,0a3f507a-a269-32b8-e044-0003ba298018
6030378,1,1,647b9ef8-f97e-477c-8799-069b5bb3009e,0a3f507a-a344-32b8-e044-0003ba298018
6020496,1,1,25846d6e-4144-49f8-a9bf-bf64c89d7a7e,0a3f507a-a5b9-32b8-e044-0003ba298018
6019200,1,1,083fd763-1a1b-4d1f-a64f-d543da9c75d4,0a3f507a-a5d4-32b8-e044-0003ba298018
6022223,1,1,729cf07c-2545-4ce6-8d9e-46cef35473f1,0a3f507a-a616-32b8-e044-0003ba298018
6031136,1,1,66a93980-212a-4819-87c3-bff8073fe441,0a3f507a-a63c-32b8-e044-0003ba298018
6024242,1,1,cfe9acaa-4a56-4fef-8624-71c631688fdf,0a3f507a-a665-32b8-e044-0003ba298018
9213216,1,1,2f506553-f3a6-46f4-99ad-4adca3556bd5,0a3f507a-b76b-32b8-e044-0003ba298018
6013157,1,1,72fa0351-a1a2-4125-806e-42e27c310bc8,0a3f507a-747c-32b8-e044-0003ba298018
6013455,1,1,e3a633c2-b4fa-4358-9db9-d2d4c0ccab6f,0a3f507a-752f-32b8-e044-0003ba298018
6010772,1,1,3132a831-dfab-4fb9-a379-81b0d222ab3b,0a3f507a-77e1-32b8-e044-0003ba298018
6015770,1,1,236a39ad-2575-486a-8768-6ed63ed40193,0a3f507a-78f3-32b8-e044-0003ba298018
6012562,1,1,8487dbb0-7105-4950-bbad-af478ed08370,0a3f507a-793d-32b8-e044-0003ba298018
6032727,1,1,e9b45b03-3406-45a2-b742-db534f63255c,0a3f507a-7a0c-32b8-e044-0003ba298018
6024792,1,1,59ab0464-7417-460c-a3c8-dc9ef63ba0ac,0a3f507a-7ad4-32b8-e044-0003ba298018
6016641,1,1,a46331fa-5ec0-4a17-bd54-f1af55c7b0ec,0a3f507a-7c4d-32b8-e044-0003ba298018
6016974,1,1,3f1d9c3a-601f-426d-9db1-4c8143dad109,0a3f507a-7ce4-32b8-e044-0003ba298018
6016075,1,1,d02e133c-5cfd-4286-b769-293ab91f470a,0a3f507a-7d6f-32b8-e044-0003ba298018
6013502,1,1,20e1ae50-a781-4055-97eb-9527eff541f7,0a3f507a-7d77-32b8-e044-0003ba298018
6019599,1,1,045a81e8-dd9a-4f37-8b2d-ed9b63e37700,0a3f507a-a5cf-32b8-e044-0003ba298018
6022217,1,1,dba564ef-0012-4dc6-b313-738dfd5b9c99,0a3f507a-a610-32b8-e044-0003ba298018
6024268,1,1,f89b5da9-0f94-49c6-903b-e34900c44052,0a3f507a-a664-32b8-e044-0003ba298018
6013853,1,1,8c1188fd-10ed-4d83-9ec1-5bb79c2bf1c4,0a3f507a-a6be-32b8-e044-0003ba298018
6006527,1,1,a99d5599-aed2-4e61-837d-9b204c96d988,0a3f507a-a818-32b8-e044-0003ba298018
6005961,1,1,b9286eeb-b6bc-4067-8fd3-d9f292a31c80,0a3f507a-a88f-32b8-e044-0003ba298018
6010693,1,1,f2b4a1eb-5e3f-4ecf-a538-2816906cdd8c,0a3f507a-cd1a-32b8-e044-0003ba298018
6009510,1,1,b285aecd-fe64-4a89-b370-05ef8ed6c1a4,0a3f507a-a9ca-32b8-e044-0003ba298018
6027290,1,1,d63fc074-c918-4fbf-93e5-f8c6152b952d,0a3f507a-aaca-32b8-e044-0003ba298018
6011259,1,1,53254a00-10e2-4704-b795-2becea6ca69d,0a3f507a-abf2-32b8-e044-0003ba298018
6033794,1,1,cab17a1a-d57b-408f-93ce-5f4fc35c5e9d,0a3f507a-ac1d-32b8-e044-0003ba298018
6006511,1,1,f8892701-7a37-46e6-abf9-62b3c963bd85,0a3f507a-a81b-32b8-e044-0003ba298018
6025802,1,1,85a6948d-b3fd-4962-9fd6-dd7f8b61b462,0a3f507a-a8d2-32b8-e044-0003ba298018
6025827,1,1,0e8601a4-7a17-48a5-bc34-91576deb521f,0a3f507a-a8e2-32b8-e044-0003ba298018
6007434,1,1,7457ebef-d14d-4137-b8c8-4d5f1ff27cef,0a3f507a-a945-32b8-e044-0003ba298018
6028218,1,1,6c6523fe-9c7c-4f34-811d-e41af577f483,0a3f507a-aa1d-32b8-e044-0003ba298018
6000188,1,1,8294f315-3ebb-4877-92c3-756e0e282a4d,0a3f507a-aad1-32b8-e044-0003ba298018
6011365,1,1,bf1157b8-138f-4eca-8dac-ba52de823598,0a3f507a-ac08-32b8-e044-0003ba298018
6032131,1,1,908f6244-ee73-4a12-be54-e297b47e3a9d,0a3f507a-aca1-32b8-e044-0003ba298018
6017614,1,1,822bf7ef-b8a8-4bb6-98be-3f179843ff8b,0a3f507a-ad7c-32b8-e044-0003ba298018
6011264,1,1,355bbe8d-cdcc-4477-ba8c-0ecedbb21dbf,0a3f507a-ada1-32b8-e044-0003ba298018
6018261,1,1,c5f3b193-9619-4a88-8df9-f41fb2f3e11e,0a3f507a-ae0b-32b8-e044-0003ba298018
6030893,1,1,a7baf713-7185-4e5f-8639-92d5dbd3324b,0a3f507a-aecc-32b8-e044-0003ba298018
6013511,1,1,76d0f0f5-fd4f-4fb1-b6cb-a2fe014fc3af,0a3f507a-7d89-32b8-e044-0003ba298018
6013524,1,1,f420d32d-c88b-4321-8886-b20040bf2347,0a3f507a-7d9c-32b8-e044-0003ba298018
6002244,1,1,c67c4e0f-4b5a-47be-8a82-03314be5b2e9,0a3f507a-7de3-32b8-e044-0003ba298018
6005220,1,1,42f11949-4b3a-42b1-88d3-43e81eaccc3f,0a3f507a-7e9b-32b8-e044-0003ba298018
6008187,1,1,b6c7e7ca-2db7-429f-8db6-ca2e0b29f630,0a3f507a-7fbd-32b8-e044-0003ba298018
6032289,1,1,86d0c6c2-1129-44a1-b742-1be5e5e65052,0a3f507a-7ffd-32b8-e044-0003ba298018
6012109,1,1,e4f7337b-e8a7-4ef5-ae2f-8276f6371626,0a3f507a-813d-32b8-e044-0003ba298018
6002330,1,1,21beb2d4-4ea8-4c2d-b4fa-fc14b494afba,0a3f507a-81a7-32b8-e044-0003ba298018
6034052,1,1,70dc1fb9-dfca-4e40-8962-1bafc57629d6,0a3f507a-82b8-32b8-e044-0003ba298018
6034058,1,1,07bd382a-474a-424f-80b2-5a5699bc01bc,0a3f507a-82c4-32b8-e044-0003ba298018
6034041,1,1,1475f961-567f-4557-9d60-40a9d48c5e5d,0a3f507a-82cf-32b8-e044-0003ba298018
8042837,1,1,27617cf5-eaae-49c3-a6ca-265d5b485b3f,0a3f507a-8358-32b8-e044-0003ba298018
6029884,1,1,b6a87360-ff35-425f-a976-70d48da96f7d,0a3f507a-8432-32b8-e044-0003ba298018
6031868,1,1,fac1366e-103f-4b53-8624-72d2969abeaa,0a3f507a-ac93-32b8-e044-0003ba298018
6028487,1,1,20712d7b-1c7b-47c1-99aa-be4194acc8be,1b231335-6eb3-461c-e044-0003ba298018
6014518,1,1,0b7b74d2-8ed0-4e9a-b9be-a895f5b0fbb4,0a3f507a-ad85-32b8-e044-0003ba298018
6013879,1,1,6ee754b9-e256-4f99-8a3f-8a1a4ef76a1f,0a3f507a-ae88-32b8-e044-0003ba298018
6019544,1,1,484047fc-5d76-4da6-b281-3263d52803b1,0a3f507a-af44-32b8-e044-0003ba298018
6000604,1,1,8ff81f2e-dd18-4adb-b44f-cb0e69853353,0a3f507a-aff7-32b8-e044-0003ba298018
6000607,1,1,06498c30-df49-4f64-93ee-4ff5e5c63add,0a3f507a-affd-32b8-e044-0003ba298018
6019596,1,1,7c0e3f61-da8a-411f-9e17-0677ce43a192,0a3f507a-b06b-32b8-e044-0003ba298018
7827100,1,1,373f3632-c941-494f-ae22-2c5552757a4d,0a3f507a-b090-32b8-e044-0003ba298018
6000483,1,1,09dcd991-8910-4a7c-b786-7f15234f37bf,0a3f507a-af9b-32b8-e044-0003ba298018
6000587,1,1,54d4e80b-4779-429a-9650-8b4c196c15ec,0a3f507a-aff4-32b8-e044-0003ba298018
6019232,1,1,ec9f4603-1121-4459-99f5-69aaecd3a2bf,0a3f507a-b050-32b8-e044-0003ba298018
6019597,1,1,8cd95f3d-96f3-4c8c-a5a5-19afa040919d,0a3f507a-b069-32b8-e044-0003ba298018
6024550,1,1,712409b4-6796-40d4-990b-35bf65658158,0a3f507a-b144-32b8-e044-0003ba298018
6010624,1,1,baa3b571-8c57-430c-9535-5e9eb02f3954,0a3f507a-b2ce-32b8-e044-0003ba298018
6019367,1,1,6c764cb7-e7dd-4bf9-a7f4-c7777101cda8,0a3f507a-8995-32b8-e044-0003ba298018
6033436,1,1,870feb76-da5a-4d40-bb90-5a91fd66f2d4,0a3f507a-b495-32b8-e044-0003ba298018
6033429,1,1,2d74e75f-2633-48d4-bcd6-fa33febf426b,0a3f507a-b49f-32b8-e044-0003ba298018
6033421,1,1,7f56d440-4a67-44db-8904-23538ec5e213,0a3f507a-b4ad-32b8-e044-0003ba298018
6003957,1,1,df66db43-305c-44d8-8d7d-521b964b52cb,0a3f507a-96da-32b8-e044-0003ba298018
6029927,1,1,42223bf3-9103-46e0-8967-ce488fc11195,0a3f507a-9750-32b8-e044-0003ba298018
6006084,1,1,21b9420a-d2ee-40e9-acac-1fff1e941ab3,0a3f507a-97a8-32b8-e044-0003ba298018
6007597,1,1,09ff2b0e-7d92-47e1-9135-64dbfaa8ca3d,0a3f507a-97f1-32b8-e044-0003ba298018
6008887,1,1,1420cf7f-7f7d-49b0-9e90-72ef92937a93,0a3f507a-9882-32b8-e044-0003ba298018
6011666,1,1,387ac6b4-deca-4b45-823a-dced0117e79b,0a3f507a-99de-32b8-e044-0003ba298018
6012761,1,1,e276ed71-bce1-4fa1-b1a6-e789288dc9a3,0a3f507a-99fd-32b8-e044-0003ba298018
6015010,2,1,8eb66305-eaf9-4d9a-9583-3c4e936bf458,0a3f507a-9a20-32b8-e044-0003ba298018
6015010,2,2,dd209275-963a-4ee5-a3fc-9afa8604f8ef,0a3f507a-9a20-32b8-e044-0003ba298018
8581119,1,1,1bd9dda6-a3ce-4713-8f5b-b282f97e4920,0a3f507a-9ad7-32b8-e044-0003ba298018
6008676,1,1,e5aef2a7-5681-4cb6-a92c-fdb530fcc3c3,0a3f507a-9b88-32b8-e044-0003ba298018
6033366,1,1,2a86f662-b278-4f5e-8a02-99310934dde6,0a3f507a-b162-32b8-e044-0003ba298018
6011443,1,1,662e7851-8a94-48ef-b5d9-a42c31166585,0a3f507a-b2ab-32b8-e044-0003ba298018
6019203,1,1,4d4e9aea-7ccd-4665-8247-6e77c5306331,0a3f507a-b333-32b8-e044-0003ba298018
6029974,1,1,821404cf-6638-45be-950c-b9542f896c6f,0a3f507a-b395-32b8-e044-0003ba298018
6033427,1,1,f051000a-c03a-4f03-b6df-eea7a5d83f69,0a3f507a-b4a2-32b8-e044-0003ba298018
6030165,1,1,fcfccb28-ad2e-425e-b5b6-30b9e39b7ffe,0a3f507a-b4c4-32b8-e044-0003ba298018
6019501,1,1,e2493ca7-0257-4128-9980-dc41dc793bb3,0a3f507a-b533-32b8-e044-0003ba298018
6021984,1,1,910d990b-6c43-47dc-87af-ae09ca5d6aa7,0a3f507a-b6ba-32b8-e044-0003ba298018
6000775,1,1,79b9a411-4b66-4bd4-84a6-924ed2ad3f36,0a3f507a-b7c6-32b8-e044-0003ba298018
6002058,2,1,70deb534-9a2b-4f2c-aa80-0316d6a2c692,0a3f507a-b81b-32b8-e044-0003ba298018
6002058,2,2,e372e6de-74c9-4bd7-921d-830f5539a067,0a3f507a-b81b-32b8-e044-0003ba298018
6028653,1,1,9b5a1940-e3b9-4ec4-9664-1a09587ecbb4,0a3f507a-b90d-32b8-e044-0003ba298018
6007079,1,1,2d3a5a3b-7020-44f2-aaba-7d0edb9f31bb,0a3f507a-b96e-32b8-e044-0003ba298018
6015636,1,1,bb3aed87-3672-418c-84a5-9bb52f4f1405,0a3f507a-9c50-32b8-e044-0003ba298018
6014862,2,1,157f78e5-f0e3-4ccc-a3e2-f273803a8ce0,0a3f507a-9db4-32b8-e044-0003ba298018
6014862,2,2,8149c706-411e-40b6-929a-5f055ca60635,0a3f507a-9db4-32b8-e044-0003ba298018
6024472,1,1,e66526f9-8bb6-47bb-8808-87439bff716e,0a3f507a-b13d-32b8-e044-0003ba298018
6030661,1,1,f247c151-852d-4da5-8986-87b093bd865f,0a3f507a-a02a-32b8-e044-0003ba298018
6033271,1,1,4d381988-5196-4a5a-82af-9285c6c1082e,0a3f507a-a0a4-32b8-e044-0003ba298018
6009249,1,1,cb63a4e6-268c-4ad2-8a23-834ba99b3236,0a3f507a-a1ab-32b8-e044-0003ba298018
6012313,1,1,9e8c8c12-bd06-4aea-ad47-912193b43f0a,0a3f507a-a2f9-32b8-e044-0003ba298018
6015228,1,1,8257dd0d-0d74-4438-856e-3e8947e901f3,0a3f507a-a44d-32b8-e044-0003ba298018
