1,100077263
1,100058732
1,100000213
1,10037266
1,10178017
1,10178040
1,10178055
1,10069976
1,10069994
1,10070020
1,10070038
1,10100897
1,10100906
1,10102348
1,10102365
1,100077263
1,10177999
1,10178030
1,10178037
1,10178059
1,10069988
1,10070011
1,10070026
1,10070055
1,10100916
1,7944670
1,10272375
1,6017861
1,6022175
1,10178016
1,10178028
1,10178050
1,10069987
1,10070009
1,10070031
1,10070042
1,10100907
1,10102367
1,10102377
1,6014079
1,10252513
1,6034325
1,100050284
1,100050314
1,6034338
1,100058732
1,6012892
1,100062217
0,6015156
1,6000351
1,6014012
1,10272518
1,6021941
1,6024335
1,6034317
1,100050290
1,100050299
1,6023972
1,6000650
1,6012902
1,100062210
1,100067088
1,6015510
1,6017860
1,6034331
1,100050311
1,6015655
1,100058759
1,100064410
1,100067432
1,6015118
1,100074632
1,6014778
1,6012124
1,100078167
1,6013993
1,6013224
1,8105663
1,6000801
1,6026489
1,6033604
1,6030617
1,6011726
1,6014575
1,6017014
1,6026460
1,6014691
1,6021557
1,6017451
1,6017248
1,6001374
1,6003881
1,6033655
1,6017217
1,10178003
1,10178014
1,10178044
1,10069977
1,10070000
1,10070014
1,10070048
1,10100908
1,10102350
1,7947950
1,10272311
1,10252515
1,6014195
1,6013226
1,6017015
1,6000805
1,6014706
1,6033578
1,6032862
1,6017260
1,6017344
1,6001343
1,6003809
1,6016929
1,6024950
1,6001126
1,6020143
1,6003878
1,8197970
1,6017443
1,6014119
1,6010793
1,6020535
1,6010329
1,6012536
1,6002332
1,6017442
1,6015060
1,8237613
1,8221759
1,6020548
1,6020529
1,8243784
1,8243789
1,8257957
1,6019479
1,8898615
1,6019774
1,6020391
1,6014931
1,6019021
1,6031917
1,6016646
1,6018572
1,6007222
1,6026108
1,6025929
1,6022367
1,6019451
1,6030864
1,6031924
1,6005012
1,6018685
1,6007050
1,6026197
1,6018126
1,6009180
1,6005601
1,6029309
0,6003592
1,6002418
1,6002550
1,6021976
1,6006558
1,6000845
1,8435136
1,6019461
1,8881983
1,6004189
1,6002375
1,6030804
1,6013598
1,6002532
1,6024246
1,6000839
1,6000857
1,6004598
1,6006817
1,6004174
1,6032018
1,6013601
1,6003987
1,6031759
1,6026386
1,6004007
1,6014056
1,6024615
1,6016524
1,6011764
1,6004536
1,6033293
1,6014516
1,6014162
1,6026951
1,6026895
1,6004928
1,8237609
1,6017491
1,6006681
1,6018314
1,6031130
1,6012537
1,6014743
1,6019895
1,6020287
1,6015083
1,6028719
1,6016658
