bfenr,grundindeks,antalgrunde,grundid,husnummerid,antalbygninger,bygningnr,bygningsid
6019292,1,1,cb8dd129-8a35-446d-a2ed-93e9adf69a8f,0a3f507a-89ac-32b8-e044-0003ba298018,1,1,08210127-a4e7-4b87-a784-b0f44299ad7b
6020247,1,1,80072339-67e1-4ae2-b711-ff072761d012,0a3f507a-89c3-32b8-e044-0003ba298018,1,1,bee3ba22-6b0d-4538-b382-8f6c900580cd
6019873,1,1,d8246822-0087-47ea-b1ec-eda3afcaa803,0a3f507a-89ca-32b8-e044-0003ba298018,1,1,3a7ff827-38bf-41db-b9a6-24d153d9a55b
6004321,1,1,ff614e0b-7400-4e58-a0a8-822207bdf779,0a3f507a-5c44-32b8-e044-0003ba298018,1,1,a078feb5-adba-4b45-abf1-71a5ee469bfe
6001487,2,1,5ea775dc-85c3-4a29-9c0e-9dfa7ba604dc,0a3f507a-5c61-32b8-e044-0003ba298018,1,1,8c131a2a-70f3-4aff-8544-39d5c54faf63
6001487,2,2,b0b76edc-c3de-44fe-a5e1-7481c7d71fef,0a3f507a-5c61-32b8-e044-0003ba298018,1,1,8c131a2a-70f3-4aff-8544-39d5c54faf63
6010976,1,1,f404792c-1ebd-4a96-b6ac-8cc9f961331e,0a3f507a-5d06-32b8-e044-0003ba298018,1,1,47b33f93-0215-496c-896b-2a454ed4fb04
6031763,1,1,de2db985-db2c-46f1-9bc4-4f929f0bad6c,0a3f507a-5e75-32b8-e044-0003ba298018,1,1,662fd995-d1e9-494a-80d6-0ebc9a261c0f
6003154,1,1,92eb0d79-5305-441d-a684-034bdb975fb6,0a3f507a-5f13-32b8-e044-0003ba298018,1,1,d10f7156-e422-4ada-9dc0-88079113451a
6001876,1,1,32845f71-3e48-40d2-bfee-22906eac7107,0a3f507a-5f68-32b8-e044-0003ba298018,1,1,348b8516-fd7f-4c5c-bd97-cebc386babdd
6033377,1,1,b9147753-cc88-47b1-beda-b5b6813adc8b,0a3f507a-5f94-32b8-e044-0003ba298018,1,1,141edc17-f8a5-4835-91e5-1a8c625e50f0
6009277,1,1,1f645149-7b7b-4220-ad1b-6c8401023e01,0a3f507a-5fb5-32b8-e044-0003ba298018,1,1,99515166-62ee-4eb7-af26-77dbbe22b400
6029868,1,1,641918ca-121c-4ac3-87fc-5a95323b8268,0a3f507a-601c-32b8-e044-0003ba298018,1,1,5378f912-1c0d-4190-b30d-c4d64d69610c
6029917,1,1,c0c897e7-724d-46ef-b09b-18d3cf498899,0a3f507a-6031-32b8-e044-0003ba298018,1,1,15e9d4f0-3d2f-49e5-ad8e-c69f8284a7b8
6006138,1,1,d0b015ba-e6f7-4d1c-9254-72d1de892964,0a3f507a-6087-32b8-e044-0003ba298018,1,1,8a38fd34-a269-4580-927f-794144e2aa28
6031690,1,1,0047d4a5-57d7-4afe-b53e-00c9461580e4,0a3f507a-611f-32b8-e044-0003ba298018,1,1,f77db850-8bf8-4863-b359-92e54970fd8c
6006862,1,1,a2913bc4-9644-4b52-8c86-eda2c8e218e7,0a3f507a-6005-32b8-e044-0003ba298018,1,1,0c789b83-905b-4574-88e5-1f04899b6f10
6029920,1,1,f5db944e-6af8-4bb1-81dd-4e1032609215,0a3f507a-602e-32b8-e044-0003ba298018,1,1,4d007429-aae6-4f6d-81cb-cf004d7532e2
6034382,1,1,f5739c5e-d16e-4d3b-aef3-9e976023b297,0a3f507a-6061-32b8-e044-0003ba298018,1,1,18526bd1-ba9b-456e-8999-8b5ef6aaed48
6005359,2,1,7c754e3d-2410-488d-893d-abd78dd2765b,0a3f507a-60fb-32b8-e044-0003ba298018,1,1,b442280e-87a0-4fca-b74a-0f510e9d92da
6005359,2,2,bae484fe-9676-4e83-8b6f-5bf923556a00,0a3f507a-60fb-32b8-e044-0003ba298018,1,1,b442280e-87a0-4fca-b74a-0f510e9d92da
6000069,1,1,101f2b43-411c-42e3-b90a-237197ba487c,0a3f507a-61c1-32b8-e044-0003ba298018,1,1,9162bafd-29de-45b5-9772-e1c6851bb606
6017425,1,1,ea58061e-23cc-490b-8e03-80ab38f87243,0a3f507a-633c-32b8-e044-0003ba298018,1,1,a79cdfa9-6b44-4fe1-be98-54a49e5c8b8a
6023278,1,1,97b873b6-b2bf-4b3c-8266-23b373a24549,0a3f507a-65c3-32b8-e044-0003ba298018,1,1,49ea456f-ed48-425a-86f3-641347afc4af
6005860,1,1,36591c20-adc5-4044-b9d5-c263cfa09ead,0a3f507a-65f8-32b8-e044-0003ba298018,1,1,e2fded88-25d4-4a35-ab8e-d84fc8b4cd2e
6001950,1,1,28d8871f-f9ad-4a72-9891-16ae415ec966,0a3f507a-6653-32b8-e044-0003ba298018,1,1,983f9417-d184-4669-b955-c559b9dd8da7
6020970,1,1,907f58f4-b4a6-470c-a83e-f52a7246646d,0a3f507a-6691-32b8-e044-0003ba298018,1,1,bf0fb5a1-bdf6-4cea-a979-fcaf5ce39120
6024848,1,1,76b2feae-a960-40e0-9d20-f519d3bae37e,0a3f507a-66e9-32b8-e044-0003ba298018,1,1,8498c73f-54e5-4765-87dc-ee2c0267af18
6012849,1,1,0f79e0d3-60d6-4f54-9282-ba221ffba2b7,0a3f507a-67a7-32b8-e044-0003ba298018,1,1,694b5958-18c0-4f19-ac5f-62d6a5271dde
6011629,1,1,b80f2368-8d5e-444a-bb03-fd1db1e970df,0a3f507a-89ed-32b8-e044-0003ba298018,2,1,8034eea9-5ff7-4f89-86ea-0fa9b59fd1df
6011629,1,1,b80f2368-8d5e-444a-bb03-fd1db1e970df,0a3f507a-89ed-32b8-e044-0003ba298018,2,2,c03586e1-f7b0-473d-a45f-159e6fc27a53
6016091,1,1,d753c335-8cc3-4026-aca4-3ed2567fdd4d,0a3f507a-8a58-32b8-e044-0003ba298018,1,1,6a095e32-de10-4c4a-912f-26d2ce17ce29
6019930,1,1,fe6b185e-ec98-4a88-be0d-ad94c9770f26,0a3f507a-8ae9-32b8-e044-0003ba298018,1,1,2e862e4e-3624-4664-b135-97796f87d561
6033313,1,1,e6f60d6a-f923-4121-87f2-3c4129ef56d8,0a3f507a-8b59-32b8-e044-0003ba298018,1,1,23a28136-e60e-454e-b52c-f789bd9a3662
6033866,1,1,72ea488b-0b4c-4baa-9116-410b98ea5458,0a3f507a-8b98-32b8-e044-0003ba298018,1,1,ff79e76b-e699-45a4-878b-bf813b32b974
6003224,1,1,2a6f8d2f-3a18-418e-a26b-c15adacef9d9,0a3f507a-8d0c-32b8-e044-0003ba298018,1,1,8a7a50dd-71f2-40a1-9b38-8fdb5f061f04
6001510,2,1,064f9b24-1054-4ff9-8fc0-6b31a5d6e36e,0a3f507a-8e66-32b8-e044-0003ba298018,1,1,e00b5a54-6d5e-4eaf-ae4f-8d146c18ec50
6001510,2,2,65395472-78f2-47ac-87ab-170a93f4ffba,0a3f507a-8e66-32b8-e044-0003ba298018,1,1,e00b5a54-6d5e-4eaf-ae4f-8d146c18ec50
6032743,1,1,4213ace1-ede0-42ee-84eb-1c87a42e9386,0a3f507a-8f41-32b8-e044-0003ba298018,1,1,e4c78f9d-0101-4870-bb15-22438c9a0b98
6020504,1,1,43330f0f-44f4-4e02-92a1-a0a108d17168,0a3f507a-8fe2-32b8-e044-0003ba298018,1,1,3dad71f0-1957-40df-b2ea-e1943d0892b1
6010136,1,1,3ce516b8-4a44-414a-950e-ac57d925d540,0a3f507a-ac39-32b8-e044-0003ba298018,1,1,1b68b190-de6e-4d85-a968-e93af82fff1b
6021007,1,1,28334259-2ac2-4b18-87d8-861ece611f6c,0a3f507a-6678-32b8-e044-0003ba298018,1,1,eedc01ed-d62c-4c8d-8238-a3753ba42009
6024847,1,1,e573e9c5-29c8-411e-a321-f2f71cf258df,0a3f507a-66e7-32b8-e044-0003ba298018,1,1,b027c87e-8eff-43cb-9f24-4295b6a15157
6013048,1,1,94ea2840-983a-44d4-9b0d-fe9033c78cb0,0a3f507a-67a1-32b8-e044-0003ba298018,1,1,b814f44b-a7fb-49ea-b225-67d006a3566c
6016907,1,1,d8f5bd44-8f96-4034-a617-4673fa012515,0a3f507a-9dc6-32b8-e044-0003ba298018,1,1,1c617465-3e70-470e-a535-bb853605004e
6033027,1,1,c100eed1-c473-4e41-ba8d-2751194e1818,0a3f507a-6923-32b8-e044-0003ba298018,1,1,94a2ae25-d8c7-47a3-be54-a7ba5f59a38d
6026334,1,1,66ca06eb-2514-4b1a-9bd9-8a5b6c8aa335,0a3f507a-697c-32b8-e044-0003ba298018,1,1,957fafca-323b-4f8f-bd82-23433113546b
6019944,1,1,bd8d7365-25d7-4d88-ba00-19d323f866ef,0a3f507a-6a57-32b8-e044-0003ba298018,1,1,ffb47a98-f944-49c2-b47d-268866269eeb
6019047,1,1,0cefae3a-1d22-47b0-aa39-1c3aa8856ebd,0a3f507a-6af7-32b8-e044-0003ba298018,1,1,ebcc479f-d8a1-4cf9-820d-4234db2f6316
6006341,1,1,976d480e-6774-4da4-b965-dd7e125056e8,0a3f507a-6c42-32b8-e044-0003ba298018,1,1,7ace26bf-2407-457b-9911-6674f643ba6b
6030304,2,1,d9bde1f7-4a32-43c9-9745-5f5a0e88c925,0a3f507a-6cd1-32b8-e044-0003ba298018,1,1,0758b2de-d94a-4fd6-a16c-21bb17b69b89
6030304,2,2,ed3e1207-a47a-4f61-ad87-43670f85daf5,0a3f507a-6cd1-32b8-e044-0003ba298018,1,1,0758b2de-d94a-4fd6-a16c-21bb17b69b89
6023275,1,1,e57a5c3d-d1bb-414d-bab5-9c0e7a49f735,0a3f507a-6e45-32b8-e044-0003ba298018,1,1,e59e563f-6623-4cb1-b7c6-5a44252f776d
6032937,1,1,7eedf927-e9de-4388-8b38-caba81da604d,0a3f507a-6e85-32b8-e044-0003ba298018,1,1,0618e8ce-35b8-4742-b97e-e9fd8671bf4b
6005865,1,1,431eeaa5-3678-4833-afc6-d2a5d2507d1c,0a3f507a-65ee-32b8-e044-0003ba298018,1,1,93cceb2f-7e29-4b28-adc1-b3288a01325b
6028694,1,1,f41bcbad-94a9-4f60-867a-82eee0c32e12,0a3f507a-661d-32b8-e044-0003ba298018,1,1,3d9a0cd2-e121-4b0f-9570-03abd3c65e8c
6021014,1,1,969cb4bb-5248-4c04-9406-cd200db6d6ff,0a3f507a-6663-32b8-e044-0003ba298018,1,1,5ea9cebf-c601-48d1-b3a1-c6ebace7d510
6021004,1,1,5518ab72-2756-4e49-b047-a1007233cca3,0a3f507a-6672-32b8-e044-0003ba298018,1,1,e41dd462-7c52-4d06-b589-347ca1265371
6021025,1,1,365b073a-4ec3-4638-ac74-3b95cff65960,0a3f507a-6679-32b8-e044-0003ba298018,1,1,5e19d8c2-e930-4f14-983f-5a8fc17f7d48
6020971,1,1,ab0fdad1-14dd-4440-9655-502ab69f2fd7,0a3f507a-6693-32b8-e044-0003ba298018,1,1,6643c592-c82d-4b81-8004-f7677622c67e
6013404,1,1,4eb7f2c9-afc7-4519-89ee-a2fcae5f0ff1,0a3f507a-67e0-32b8-e044-0003ba298018,1,1,dfab5d74-655e-4e31-87c4-909c26715ea0
6017386,1,1,e32b1f28-1982-4934-8af4-0d2f36cddc86,0a3f507a-6867-32b8-e044-0003ba298018,1,1,d7745a12-c529-47df-ae2c-3bd177ded0a3
6024360,1,1,16944be5-04e7-4828-8808-724cb4f0dbba,0a3f507a-6913-32b8-e044-0003ba298018,1,1,f1fead35-0d92-4c7e-8461-b324dc364c47
6026999,1,1,4df1465b-287a-43fc-bdf1-4a3bafcb8299,0a3f507a-6998-32b8-e044-0003ba298018,1,1,931ffdd9-7a04-4be7-b4ce-88f7093da1ec
8607525,1,1,94d8331e-14a5-46f8-b945-6ccb98e828bc,0a3f507a-7a60-32b8-e044-0003ba298018,1,1,0e3d7fa8-6daf-4b6c-85d3-245003dfa839
6026325,1,1,7379c9da-0880-4ac2-abb5-1acad14e4669,0a3f507a-6b22-32b8-e044-0003ba298018,1,1,ecce899d-ad9d-455f-a12c-d0c335b57a92
6000452,1,1,08b3bb4d-5dc2-43ff-bc00-d5b6bc46db6e,0a3f507a-6f41-32b8-e044-0003ba298018,1,1,aa4fa65c-560f-4481-b6e2-eb03367ab918
6010208,1,1,3269b6e0-86d4-4681-a69d-f8d4ee86b53b,0a3f507a-6fce-32b8-e044-0003ba298018,1,1,97b5c229-04f9-4d5c-b69a-2ea1c600e19c
6003496,1,1,c994dc8b-f471-4305-817a-43b1fc62af4f,0a3f507a-70d0-32b8-e044-0003ba298018,1,1,a2f59876-20e1-47da-9ab0-bfee1ef7edf3
6001297,1,1,ca487f90-ec85-45f7-9d87-243ff485f78a,0a3f507a-7221-32b8-e044-0003ba298018,1,1,b3fac2e8-e409-411d-bb7e-0ddc3b253818
6027416,2,1,07aaebff-67f1-498a-ba30-9b06a68bec1f,0a3f507a-735b-32b8-e044-0003ba298018,1,1,562af66d-32aa-4748-949d-fbc6744fbc99
6027416,2,2,a27da7c9-90db-4d20-b3c0-4717e1c0dc20,0a3f507a-735b-32b8-e044-0003ba298018,1,1,562af66d-32aa-4748-949d-fbc6744fbc99
6027465,2,1,97cc3b2e-90f0-4904-932b-40452837f25e,0a3f507a-736c-32b8-e044-0003ba298018,1,1,1401b759-f585-468d-94b9-9e92b55bbeef
6027465,2,2,c49f4ddc-facf-4478-8fc7-594f0b1f6451,0a3f507a-736c-32b8-e044-0003ba298018,1,1,1401b759-f585-468d-94b9-9e92b55bbeef
6032235,1,1,612ef457-b8c8-4ed6-afeb-ac1a6f42e515,0a3f507a-73e7-32b8-e044-0003ba298018,1,1,fba5bbd6-1805-4098-8e6b-f3b74d9edb83
6011078,1,1,a281b62f-7ff2-44cc-ba6f-ece3746a2e19,0a3f507a-74d1-32b8-e044-0003ba298018,1,1,ab54f1dd-79e9-4f95-8638-f14747edd970
6025552,1,1,8ac57175-f620-4133-9a92-5bad6bde1c30,0a3f507a-75b1-32b8-e044-0003ba298018,1,1,775daf79-4236-4dd0-a668-de93145eeade
6024129,1,1,b77c851a-0696-4e15-b485-9426adab3226,0a3f507a-76dd-32b8-e044-0003ba298018,1,1,b2317c88-ae30-4de8-bb75-06e39cfe324e
6005040,1,1,3d99d9f1-5cf3-4559-9ec6-ac59dd6422aa,0a3f507a-6bf6-32b8-e044-0003ba298018,1,1,abb159b7-b342-4521-a1f1-e7a2db369431
6031935,1,1,b0c5b329-69d1-4f8f-9d0e-be3b9084636d,0a3f507a-6cba-32b8-e044-0003ba298018,1,1,73880413-dbcc-4ba9-ae4e-126d3ec773b7
6015938,1,1,73404788-2c36-4563-b9e7-2b71887daef6,0a3f507a-688e-32b8-e044-0003ba298018,1,1,d986e357-e650-4e1a-b3b7-fc06465c935f
6005523,1,1,d2bfb546-d1a2-4b44-b751-b6b2755319cc,0a3f507a-6ea2-32b8-e044-0003ba298018,1,1,190c56f4-f111-4833-bd59-abc2108be16d
6000454,1,1,3cf8f0e2-a410-450d-8dd1-d9e9b9c03fc0,0a3f507a-6f3d-32b8-e044-0003ba298018,1,1,efc8fa4f-eb78-4f77-bfca-3e228387bd98
6027244,1,1,23b06c64-24c5-4c69-b21c-6ca1c1b79328,0a3f507a-6f9c-32b8-e044-0003ba298018,1,1,f608e42a-1f41-4351-afba-e18ace3ce255
6005611,1,1,4f556af9-5945-40bf-8156-194eada5c6c7,0a3f507a-709f-32b8-e044-0003ba298018,1,1,03dbf2f5-47ff-49ac-9122-ee61e9c7c739
8770654,1,1,6a4556ac-d93f-4d06-94e3-4d158f8c66c3,0a3f507a-4a99-32b8-e044-0003ba298018,1,1,1c3d3706-666c-4fe5-aad4-90d3e6005364
6001257,2,1,9f516ef0-cebc-4f6b-a77f-516e8fa4234c,0a3f507a-720c-32b8-e044-0003ba298018,1,1,4ee4f16c-9077-4618-9b13-bbd4257afb29
6001257,2,2,f5509cb8-8758-4a5d-ad36-6b5d867b8f12,0a3f507a-720c-32b8-e044-0003ba298018,1,1,4ee4f16c-9077-4618-9b13-bbd4257afb29
6006449,2,1,70149759-b771-4756-9d57-3a326906d3b9,0a3f507a-f975-32b8-e044-0003ba298018,1,1,5df89a82-f092-4c4c-984d-bde5bc0c3d92
6006449,2,2,c614a0a3-05bb-4257-8110-5dc54480a143,0a3f507a-f975-32b8-e044-0003ba298018,1,1,5df89a82-f092-4c4c-984d-bde5bc0c3d92
6008191,1,1,2b62c938-f412-41dd-9ed7-41f6fa6278ed,0a3f507a-72f5-32b8-e044-0003ba298018,1,1,c8659b85-c061-4de8-b82e-8be789fd23e6
6018885,1,1,06abd53f-b172-4a8d-98fe-62542dda30ed,0a3f507a-7816-32b8-e044-0003ba298018,1,1,27be1904-c340-4715-acc8-943296f35d71
6014351,1,1,dd68a997-5491-4cd5-90e2-32e45861e081,0a3f507a-78ac-32b8-e044-0003ba298018,1,1,a970528e-2e3a-492c-853c-2cd65bc4596f
6000576,1,1,219e2754-78b5-4ecd-88a1-26de3e3a4c19,0a3f507a-7998-32b8-e044-0003ba298018,1,1,0976446e-2bff-429f-96d4-f7a7736370fa
6024776,1,1,f73e9a97-4279-47e9-b440-8914bbd640ba,0a3f507a-7ac3-32b8-e044-0003ba298018,1,1,4f0ba674-49c7-4121-96d2-06763a676ffe
6014697,1,1,3fc712cb-44a4-415e-adb8-2d61673c104c,0a3f507a-7d1c-32b8-e044-0003ba298018,1,1,1b150e4b-4a7d-40a9-a8f1-1b8b210c441f
6015744,1,1,69c9b81d-2110-4fb2-a313-5267c7587534,0a3f507a-7d68-32b8-e044-0003ba298018,1,1,33243c2e-9940-4820-bff6-0c35bc453b89
6013505,1,1,6c513f73-aa6d-4798-aecd-e8debcc12f3e,0a3f507a-7d7d-32b8-e044-0003ba298018,1,1,c0bc81b5-18f3-4f5e-9ef0-8c5bf4bf98cf
6013517,1,1,fc9e61b0-775f-4dff-9f11-bdde2e80a62b,0a3f507a-7d95-32b8-e044-0003ba298018,1,1,87883740-48dd-49df-87fc-d4d223190edb
6013555,1,1,4ee67699-d838-426b-99a4-55094a0177a3,0a3f507a-7db2-32b8-e044-0003ba298018,1,1,0837f9c6-457e-4ebb-80c5-1b7eec6adb75
9518360,1,1,58c8370a-be78-4df2-bb38-170bb1022437,0a3f507a-92fb-32b8-e044-0003ba298018,1,1,855b24ee-db90-478e-b1ff-eda6c35bf0ad
6002392,1,1,43dc4f2f-e393-4ecd-b503-2cb2c89726c4,0a3f507a-740b-32b8-e044-0003ba298018,1,1,588bdf76-b793-4fab-94dc-9d73f048dfcd
6003655,1,1,f58af3b5-2b15-45d5-b92a-a596f16d57ef,0a3f507a-743c-32b8-e044-0003ba298018,1,1,74c5fdf5-6648-40cc-af36-9f24ba1e6d2e
6022336,1,1,fc3b1d6d-c441-4e96-84d1-bfdb0ca9aa35,0a3f507a-74d6-32b8-e044-0003ba298018,1,1,595a7db5-e3a4-4807-8e8c-0a1f9071a16b
6011543,1,1,5112f0c3-358d-4ed3-bd1c-6be3298e54de,0a3f507a-77c3-32b8-e044-0003ba298018,1,1,02eafc0e-ea2a-426b-846d-7d563edf827e
6023922,1,1,b8ccde57-17e6-441a-a9a3-d594884eb02a,0a3f507a-7853-32b8-e044-0003ba298018,1,1,218bc5ff-b11b-4682-8d58-678f209dee56
6014368,1,1,8320238d-50e7-41fb-bbfe-f38066b96d5e,0a3f507a-78a9-32b8-e044-0003ba298018,1,1,030c11b9-26d7-428f-bdf7-21002485bd26
6000580,1,1,6919b2e4-0b56-4ed8-9a12-35b09ce59651,0a3f507a-799c-32b8-e044-0003ba298018,1,1,cd72c7a3-dcd8-4e68-b08f-fcf2f6f20e9e
6012214,1,1,b60fe516-a35d-4100-b49c-6ad7be16d4df,0a3f507a-7a1b-32b8-e044-0003ba298018,1,1,9022f4ea-8901-48d3-8196-abd0cc2422f8
6010673,1,1,d17b96cb-0562-43fa-87c0-e8f8b4db5607,0a3f507a-7b91-32b8-e044-0003ba298018,1,1,bc7d5685-4bc1-47ed-863e-df6c456807ac
6010685,1,1,80ce49fd-4456-4fca-8c17-1a0baf33a4ab,0a3f507a-7b96-32b8-e044-0003ba298018,1,1,5f898674-35f0-42b4-a7cc-6c76300f3c83
6023753,2,1,52c9541d-c2ed-4475-aaa5-a41ec2692d42,0a3f507a-7c72-32b8-e044-0003ba298018,1,1,47f14767-a69f-4b7c-9547-75603cef0699
6023753,2,2,d911b7ac-7697-40bc-9dc6-4b4e9f32226c,0a3f507a-7c72-32b8-e044-0003ba298018,1,1,47f14767-a69f-4b7c-9547-75603cef0699
6031243,1,1,0be467fe-d723-4167-86b0-8d54381a3b3b,0a3f507a-7f8c-32b8-e044-0003ba298018,1,1,761a64e4-cd88-415a-aa66-a9629b1c9b25
6017903,1,1,cf370eca-e297-4879-b6e0-65066ce4171d,0a3f507a-8021-32b8-e044-0003ba298018,1,1,c3b6502e-cf42-49db-bde8-0c715bb9857d
6010364,1,1,57617705-1f26-4c9f-a914-683a8183daa5,0a3f507a-8163-32b8-e044-0003ba298018,1,1,63cf3be2-770b-448d-8185-7dddb045d128
6010883,1,1,e03d4e84-ec54-410d-b68b-c12c8ba7965d,0a3f507a-81b6-32b8-e044-0003ba298018,1,1,4d575247-840a-477e-ac55-721f945647e2
6011867,1,1,60d7b517-0556-40b0-9a63-72eafcbfbcf3,0a3f507a-82aa-32b8-e044-0003ba298018,1,1,cd01e1fc-307f-403d-b896-c1822eec2d4f
6008830,1,1,5531d34f-e531-4dcc-b5f6-9f02fa5c35cc,0a3f507a-83a6-32b8-e044-0003ba298018,1,1,8d122b32-b5f0-4eca-b41b-17b568f8da66
6029876,1,1,50aed31c-40e1-4abb-96e9-7fcff1a7e4c8,0a3f507a-8428-32b8-e044-0003ba298018,1,1,b881647b-5f82-4ba1-b71b-a4c2d99039eb
6021728,1,1,36091b0b-faba-4788-b1c1-de3ccd5e82a9,0a3f507a-84d1-32b8-e044-0003ba298018,1,1,68091df3-c133-4c93-bb65-bb6c5591694a
6003975,1,1,a822fc37-9e8b-4928-87e1-136af1954437,0a3f507a-8560-32b8-e044-0003ba298018,1,1,f51988c7-46b4-4de9-a8bb-6e4d26533ab8
6025320,1,1,c1929677-89da-41af-bef2-32eeac130d3e,0a3f507a-85e1-32b8-e044-0003ba298018,1,1,af917322-19e8-4f53-b074-c96b956a1999
6033081,1,1,53bcbf37-206d-431a-b5ff-62c95f1a5206,0a3f507a-8615-32b8-e044-0003ba298018,1,1,c1cc280f-ff82-4215-9a40-007bd38f7bb5
6033085,1,1,2db2b9a8-c540-4379-bfc1-88e3d8ef70be,0a3f507a-861b-32b8-e044-0003ba298018,1,1,a218d3bc-2139-4263-b119-c3935c380d59
6016420,1,1,9e8b8759-2eda-4b6d-b4aa-1046abb59193,0a3f507a-7d3a-32b8-e044-0003ba298018,1,1,063c9593-e2ec-447d-96cd-ec49af2571c1
6013507,1,1,996b7bac-6cba-452e-a44b-a40ac857b03d,0a3f507a-7d81-32b8-e044-0003ba298018,1,1,781e80ea-e4dc-40f3-abeb-50679fe322bd
6013518,1,1,db1bdc32-7f0e-4f91-95f8-76ca91ef9a5a,0a3f507a-7d97-32b8-e044-0003ba298018,1,1,225eb992-1ac7-4b18-9615-58c2a90b6de0
6013549,1,1,fa68965c-8a6c-4a04-a481-d02e4b9b1910,0a3f507a-7da6-32b8-e044-0003ba298018,1,1,6d07b3ce-fb84-4fd2-bc9a-93baa16e20f1
6031021,1,1,95bdffa9-5043-4f93-9195-e11dd15bb479,0a3f507a-7df8-32b8-e044-0003ba298018,1,1,a16a335f-fe06-40b8-b751-00d2d98d1106
9275030,1,1,1f832e91-6d8a-4fca-a0dc-dd7c74d08a8d,0a3f507a-9010-32b8-e044-0003ba298018,1,1,5e45c88a-8e49-4a8e-94ae-066ce0ba792d
6000073,1,1,65aabf84-a11d-41e3-a286-ebd73e99d37a,0a3f507a-8100-32b8-e044-0003ba298018,1,1,26410046-5d3d-4525-9f8d-e26cb9c6c45d
6010158,1,1,13c88615-7c5e-4cf3-9bde-84f386e1091f,0a3f507a-8169-32b8-e044-0003ba298018,1,1,104cbd55-b31d-4f8d-8da9-3f0ec31c76d1
6003253,1,1,4fab32cc-6b2f-4c4a-847c-f63073f367bb,0a3f507a-81ac-32b8-e044-0003ba298018,1,1,9fb679d8-0d31-44ef-bd34-dd3c20b1c327
6003068,1,1,2b286035-11b7-4164-9266-6d8a49a241a5,0a3f507a-8225-32b8-e044-0003ba298018,1,1,05fa8739-de51-4eaf-b838-c9a6ab31b6f5
6034066,1,1,34c07336-6ab5-4e07-bea3-885572ad4172,0a3f507a-82d4-32b8-e044-0003ba298018,1,1,389c87e5-49d0-4539-ac8a-b2d37a6ac4a7
6016814,1,1,0d640142-a0fa-4309-a670-7ed170091d1d,0a3f507a-685b-32b8-e044-0003ba298018,1,1,74f3dc69-3c0b-4d28-8fa0-28d6712e622a
6023900,1,1,bfa3d344-aa73-41ff-8d72-65135e232278,0a3f507a-6920-32b8-e044-0003ba298018,1,1,9f0439af-9a42-439e-a2b6-20b284d7beac
6024919,1,1,1f7cd20b-4afe-4978-9c2a-4873613eef9e,0a3f507a-6967-32b8-e044-0003ba298018,1,1,227c28e4-679c-431e-ad0c-23d11ea82f81
6024386,1,1,6d95f95c-3392-4e2e-8646-51076673c120,0a3f507a-69c1-32b8-e044-0003ba298018,1,1,774908c6-694a-482e-b09a-dbe1e21eb307
6024281,1,1,6c2d7ade-e1cb-4d22-bb14-de262b510bf1,0a3f507a-6a6d-32b8-e044-0003ba298018,1,1,9ac355dc-535c-4e29-83b0-ac6251832dfe
6026346,1,1,9a03cf8c-dd71-445f-949f-40ed78a220a2,0a3f507a-6b29-32b8-e044-0003ba298018,1,1,998dac11-25c1-4866-84b0-2c94033e12b8
6032993,1,1,ae9196dd-9706-4fd6-b4c0-41a2dcf31597,0a3f507a-6c56-32b8-e044-0003ba298018,1,1,2eb200a5-851a-4b69-a260-fe86b71b63e4
6028992,1,1,931e1f67-266e-4bad-8281-bf051f8beba0,0a3f507a-6dcb-32b8-e044-0003ba298018,1,1,17c9ab5e-1f13-49ed-800c-9eefd174fb72
6032027,1,1,a6e16eab-5276-4da6-952a-661cbbe0b033,0a3f507a-6e8d-32b8-e044-0003ba298018,1,1,5a34c783-072a-4186-957f-cbc55adf40b2
6003831,1,1,740ebb50-a190-43da-a4b7-079ba95077f0,0a3f507a-868f-32b8-e044-0003ba298018,1,1,29397586-4129-4ce3-8ac0-20ea42f7fe70
6006176,1,1,56aceb64-719e-4fac-9d76-07182f1bbd8e,0a3f507a-86c7-32b8-e044-0003ba298018,1,1,423fc26d-7ac8-43f9-a85d-19f8d23e0911
6030043,1,1,9e3c93d4-969c-4b68-b00f-57dfbf26fd7d,0a3f507a-8711-32b8-e044-0003ba298018,1,1,b26d7e6c-5430-4239-a92e-8e99ba7a4f9e
6001512,1,1,20c1b66d-a047-4a71-85f7-41b10d788b35,0a3f507a-87a0-32b8-e044-0003ba298018,1,1,9d9303af-d14c-4bc7-ace4-cc111e24ba17
6019307,1,1,4d14cfe9-ee19-4c1d-8ce5-ce898a3c4d6f,0a3f507a-899f-32b8-e044-0003ba298018,1,1,d9dad236-4354-4e83-abd8-b11343459870
6019293,1,1,44a6f5a0-8dbb-495c-9844-fc0bec1f221a,0a3f507a-89aa-32b8-e044-0003ba298018,1,1,4f1b9934-8c69-42ec-9187-784f3a9c40e0
6020240,1,1,2432a0c1-b5c8-4bd5-bf05-26aef2a46145,0a3f507a-89cb-32b8-e044-0003ba298018,1,1,80c6d9fa-9559-41fc-8c13-3e18860afe76
6016263,1,1,f0813e27-a381-4d3a-95e3-7d1eb687b701,0a3f507a-8a87-32b8-e044-0003ba298018,1,1,9752eb85-2531-4afc-95d2-ec5dfc8bac5d
