"1","6033461"
"1","7977393"
"1","6023902"
"1","6034333"
"1","100050296"
"1","6015670"
"1","6012894"
"1","6031416"
"1","10224721"
"1","10272590"
"1","6034321"
"1","6034332"
"1","6033769"
"1","100058067"
"1","100060815"
"1","6002389"
"1","6015123"
"1","6015161"
"1","100072297"
"1","6012128"
"1","100078348"
"1","100077329"
"1","100078118"
"1","6011741"
"1","6015348"
"1","6026493"
"1","6015155"
"1","100072299"
"1","6007151"
"1","100077328"
"1","100078123"
"1","6011852"
"1","6026468"
"1","6014719"
"1","6030640"
"1","6026484"
"1","6014686"
"1","6027622"
"1","6030618"
"1","6016550"
"1","6017342"
"1","6001346"
"1","6002023"
"1","6006444"
"1","6003848"
"1","6016511"
"1","6001333"
"1","6006491"
"1","6003857"
"1","6033666"
"1","6016326"
"1","6006682"
"1","7927835"
"1","6033321"
"1","6002500"
"1","7977394"
"1","6034350"
"1","100047581"
"1","100050304"
"1","6033762"
"1","6012898"
"1","100065905"
"1","6015152"
"1","100071566"
"1","100072298"
"1","6034322"
"1","6034330"
"1","6008836"
"1","100058731"
"1","6015514"
"1","100072304"
"1","6012129"
"1","100078350"
"1","100078139"
"1","6003926"
"1","6003923"
"1","6014754"
"1","6015685"
"1","6014144"
"1","6027957"
"1","6031117"
"1","6031109"
"1","6002495"
"1","6003321"
"1","6021786"
"1","6007144"
"1","100077330"
"1","100078137"
"1","6011948"
"1","6016017"
"1","6011570"
"1","6026496"
"1","6014726"
"1","100078135"
"1","6011979"
"1","6016043"
"1","6000995"
"1","6026483"
"1","6014717"
"1","6025622"
"1","6015683"
"1","6001125"
"1","6014982"
"1","6030843"
"1","6032889"
"1","6016661"
"1","6024478"
"1","6007225"
"1","6009204"
"1","6026030"
"1","6026049"
"1","6026054"
"1","6001870"
"1","6003853"
"1","6016808"
"1","8247419"
"1","6006662"
"1","8328558"
"1","6030602"
"1","6031077"
"1","6003972"
"1","6003511"
"1","6025940"
"1","6029217"
"1","6006203"
"1","6009168"
"1","6012678"
"1","6021755"
"1","6002568"
"1","6006590"
"1","6008855"
"1","6012741"
"1","6025608"
"1","6016557"
"1","6015711"
"1","6001130"
"1","6001658"
"1","8105060"
"1","6003872"
"1","6003933"
"1","6017215"
"1","6002490"
"1","6002276"
"1","6002319"
"1","6014559"
"1","6031919"
"1","6031910"
"1","6015423"
"1","6005107"
"1","6024487"
"1","6018584"
"1","6034590"
"1","6032212"
"1","6031857"
"1","6015439"
"1","6018488"
"1","6007062"
"1","6009203"
"1","6026182"
"1","6026201"
"1","6011885"
"1","6001142"
"1","6004200"
"1","6001847"
"1","6032041"
"1","6030992"
"1","6013587"
"1","6003616"
"1","6030061"
"1","6031212"
"1","6014135"
"1","6006664"
"1","6030597"
"1","6031076"
"1","6012535"
"1","6013310"
"1","6002017"
"1","6014925"
"1","6014558"
"1","6015455"
"1","6026265"
"1","6029218"
"1","6007894"
"1","6030820"
"1","6013026"
"1","6017285"
"1","6002425"
"1","6002551"
"1","6006553"
"1","6007051"
"1","6026034"
"1","6026200"
"1","6026150"
"1","6026263"
"1","6020297"
"1","6009179"
"1","6009365"
"1","6030584"
"1","6030010"
"1","6026072"
"1","6024621"
"1","6026720"
"1","6015694"
"1","6011758"
"1","6012263"
"1","6014156"
"1","6007907"
"1","6003468"
"1","6003382"
"1","6032644"
"1","6000838"
"1","6012639"
"1","6009352"
"1","6003746"
"1","6001159"
"1","6004198"
"1","6001844"
"1","6013415"
"1","6013607"
"1","6024492"
"1","6007684"
"1","6025626"
"1","6026029"
"1","6026209"
"1","6026110"
"1","6025882"
"1","6017926"
"1","6009170"
"1","6030380"
"1","6028919"
"1","6029301"
"1","6027587"
"1","6001494"
"1","6001410"
"1","6011050"
"1","6015651"
"1","6031511"
"1","6004477"
"1","6009227"
"1","6004009"
"1","6003618"
"1","6003750"
"1","6031029"
"1","6026385"
"1","6027026"
"1","6024595"
"1","6024629"
"1","6026710"
"1","6005664"
"1","6029310"
"1","6015430"
"1","6002417"
"1","6008866"
"1","6031824"
"1","8819588"
"1","6006792"
"1","6025657"
"1","6001161"
"1","6017715"
"1","6002565"
